Name,Price,Time,Location,Product,Etat,Livraison
Samsung Galaxy S21 plus -256Go,165 000 CFA,4 jours,"Colobane, Dakar, Sénégal",Téléphones & Tablettes,,disponible
Samsung Galaxy Fold 4 -256Go,330 000 CFA,4 jours,"Colobane, Dakar, Sénégal",Téléphones & Tablettes,,disponible
Samsung Galaxy S21 -256Go,140 000 CFA,4 jours,"Colobane, Dakar, Sénégal",Téléphones & Tablettes,,disponible
Samsung Galaxy Z Fold 3 - 256Gb,259 900 CFA,4 jours,"Colobane, Dakar, Sénégal",Téléphones & Tablettes,,disponible
Jeep Cherokee 2016,6 850 000 CFA,4 jours,"Sicap Liberté, Dakar, Sénégal",Voitures,Produit neuf,
Souris gamer sans fil,5 000 CFA,4 jours,"Hann Bel-Air, Dakar, Sénégal",Accessoires Informatiques,Produit neuf,disponible
iPhone 15 Pro Max 1terra,5 690 000 CFA,4 jours,"Hann Bel-Air, Dakar, Sénégal",Téléphones & Tablettes,,disponible
Souris gamer,5 000 CFA,4 jours,"Hann Bel-Air, Dakar, Sénégal",Accessoires Informatiques,Produit neuf,disponible
Montre Benyar,30 000 CFA,4 jours,"Mermoz-Sacré Coeur, Dakar, Sénégal",Montres & Bijoux,,
Manette PS4,8 000 CFA,4 jours,"Hann Bel-Air, Dakar, Sénégal",Jeux vidéo & Consoles,Produit neuf,disponible
iPhone 16 Pro Max -256Go,680 000 CFA,4 jours,"Hann Bel-Air, Dakar, Sénégal",Téléphones & Tablettes,,disponible
Location appartement 4 pièces - Nord foire,300 000 CFA,4 jours,"Yoff, Dakar, Sénégal",Appartements,,
Baby foot grand modèle,250 000 CFA,"Grand Yoff, Dakar, Sénégal",Autres Sports & Loisirs,"Grand Yoff, Dakar, Sénégal",Produit neuf,
Honda PCX 125 carte grise,700 CFA,"Sicap Liberté, Dakar, Sénégal",Motos & Scooters,"Sicap Liberté, Dakar, Sénégal",Produit neuf,
Vélo spinning professsionnel,170 000 CFA,"Grand Yoff, Dakar, Sénégal",Sport & Fitness,"Grand Yoff, Dakar, Sénégal",Produit neuf,
Honda sh model 125,400 CFA,4 jours,"Sicap Liberté, Dakar, Sénégal",Motos & Scooters,Produit neuf,
Sony Xperia 5 mark iii -128Go,120 000 CFA,4 jours,"Colobane, Dakar, Sénégal",Téléphones & Tablettes,,disponible
Ford Edge 2016,7 200 000 CFA,4 jours,"Grand Yoff, Dakar, Sénégal",Voitures,,
Samsung Galaxy S10 plus -128Go,120 000 CFA,4 jours,"Colobane, Dakar, Sénégal",Téléphones & Tablettes,,disponible
Poli multifonction pro,380 000 CFA,"Grand Yoff, Dakar, Sénégal",Sport & Fitness,"Grand Yoff, Dakar, Sénégal",Produit neuf,
PC HP Envy 2024 X360 Laptop Ryzen 5 8640 Radeon 760,395 000 CFA,4 jours,"Dakar, Sénégal",Ordinateurs,Produit neuf,disponible
Huawei P30 Pro -128Go,120 000 CFA,4 jours,"Colobane, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Kymco like 125,300 CFA,4 jours,"Sicap Liberté, Dakar, Sénégal",Motos & Scooters,Produit neuf,
Samsung Galaxy Note 10 plus -512Go,160 000 CFA,4 jours,"Colobane, Dakar, Sénégal",Téléphones & Tablettes,,disponible
Sony Xperia 5 ii -128Go,89 900 CFA,4 jours,"Colobane, Dakar, Sénégal",Téléphones & Tablettes,,disponible
Samsung Galaxy Note 20 ultra -128Go,159 900 CFA,4 jours,"Colobane, Dakar, Sénégal",Téléphones & Tablettes,,disponible
Samsung Galaxy S20 -128Go,120 000 CFA,4 jours,"Colobane, Dakar, Sénégal",Téléphones & Tablettes,,disponible
Billard monnayeur pro avec jeton,12 000 000 CFA,"Grand Yoff, Dakar, Sénégal",Autres Sports & Loisirs,"Grand Yoff, Dakar, Sénégal",Produit neuf,
Toyota Corolla 2012,3 600 000 CFA,4 jours,"Point E, Dakar, Sénégal",Voitures,,
Billard avec ping pong et table à manger,550 000 CFA,"Grand Yoff, Dakar, Sénégal",Autres Sports & Loisirs,"Grand Yoff, Dakar, Sénégal",Produit neuf,
Huawei P30 Pro -256Gb,140 000 CFA,4 jours,"Colobane, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Hyundai Elantra 2014,4 200 000 CFA,4 jours,"Dakar, Sénégal",Voitures,,
Google Pixel 6 - 128Go,125 000 CFA,4 jours,"Colobane, Dakar, Sénégal",Téléphones & Tablettes,,disponible
Google Pixel 7- 128Go,175 000 CFA,4 jours,"Colobane, Dakar, Sénégal",Téléphones & Tablettes,,disponible
Sharp R6 -128Go,95 000 CFA,4 jours,"Colobane, Dakar, Sénégal",Téléphones & Tablettes,,disponible
Bouc,80 000 CFA,4 jours,"Keur Massar, Sénégal",Autres animaux,,disponible
Velo eletique,200 000 CFA,"Grand Yoff, Dakar, Sénégal",Sport & Fitness,"Grand Yoff, Dakar, Sénégal",Produit neuf,
PC Surface laptop 6 for Business Intel,575 000 CFA,4 jours,"Dakar, Sénégal",Ordinateurs,Produit neuf,disponible
GMC Terrain 2018,9 000 000 CFA,4 jours,"Dakar, Sénégal",Voitures,,
Terrain - Touba,10 000 000 CFA,4 jours,"Touba, Sénégal",Terrains,,
BMW 320i,3 400 000 CFA,4 jours,"Dakar, Sénégal",Voitures,,
Chaine de musique complet,150 000 CFA,4 jours,"Grand Yoff, Dakar, Sénégal","Son, Hifi & Casques",,
Montre Pagani Design,30 000 CFA,4 jours,"Mermoz-Sacré Coeur, Dakar, Sénégal",Montres & Bijoux,,
Ford Fusion 2016,4 800 000 CFA,4 jours,"Sicap foire, Dakar, Sénégal",Voitures,,
Terrains 150m²  - Keur massar,10 000 000 CFA,4 jours,"Dakar, Sénégal",Terrains,,
PC Dell latitude 5550 core i7,475 000 CFA,4 jours,"Dakar, Sénégal",Ordinateurs,,disponible
Montre oubaoer automatique,30 000 CFA,4 jours,"Mermoz-Sacré Coeur, Dakar, Sénégal",Montres & Bijoux,,
Samsung Galaxy Fold 4 -512Go,345 000 CFA,4 jours,"Hann Bel-Air, Dakar, Sénégal",Téléphones & Tablettes,,disponible
Samsung Galaxy Fold 4 -512Go,345 000 CFA,4 jours,"Hann Bel-Air, Dakar, Sénégal",Téléphones & Tablettes,,disponible
Ssangyong 2023,24 000 000 CFA,4 jours,"Grand Yoff, Dakar, Sénégal",Voitures,,
Peugeot 3008 2018,12 500 000 CFA,4 jours,"Dakar, Sénégal",Voitures,,
Peugeot 2008 2022,13 500 000 CFA,4 jours,"Dakar, Sénégal",Voitures,,
Terrain 600m² -Lac rose,35 000 000 CFA,4 jours,"Lac rose, Sénégal",Terrains,,
PC Lenovo i5 11th gen ssd 256gb ram 8gb,Prix sur demande,4 jours,"Guediawaye, Dakar, Sénégal",Ordinateurs,,disponible
Chambre à coucher,800 000 CFA,4 jours,"Dakar, Sénégal",Meubles,,disponible
PC Ryzen 7 pro 12cpu ram 32 gb integrated ssd 512gb,200 000 CFA,4 jours,"Guediawaye, Dakar, Sénégal",Ordinateurs,,disponible
Terrains 200m² - Almadies,135 000 000 CFA,4 jours,"Almadies, Dakar, Sénégal",Terrains,,
PS Vita,60 000 CFA,4 jours,"Ouakam, Dakar, Sénégal",Jeux vidéo & Consoles,,disponible
Lit avec coiffeuse,Prix sur demande,4 jours,"Dakar, Sénégal",Meubles,Produit neuf,
Armoire 5 battants,Prix sur demande,4 jours,"Dakar, Sénégal",Meubles,Produit neuf,
Lit avec coiffeuse,Prix sur demande,4 jours,"Dakar, Sénégal",Meubles,Produit neuf,
Location bureaux et commerces - Sacré-coeur,150 000 CFA,4 jours,"Sacré-Coeur, Dakar, Sénégal",Bureaux & Commerces,,
Renault Megane 2,2 000 000 CFA,4 jours,"Guediawaye, Dakar, Sénégal",Voitures,,
Location studio meublés - Dakar,20 000 CFA,4 jours,"Dakar, Sénégal",Appartements meublés,,
Hyundai Tucson 2016,8 700 000 CFA,4 jours,"Mermoz-Sacré Coeur, Dakar, Sénégal",Voitures,,
Air fryer Astech double 10L,59 900 CFA,4 jours,"Ouakam, Dakar, Sénégal","Cuisinières, Gazinières & Fours",Produit neuf,disponible
Peugeot 5008 2020,11 000 000 CFA,4 jours,"Mermoz-Sacré Coeur, Dakar, Sénégal",Voitures,,
Peugeot 3008 2018,11 000 000 CFA,4 jours,"Mermoz-Sacré Coeur, Dakar, Sénégal",Voitures,,
Manette Ps5,40 000 CFA,4 jours,"Hann Bel-Air, Dakar, Sénégal",Jeux vidéo & Consoles,Produit neuf,disponible
Manette Ps5,40 000 CFA,4 jours,"Hann Bel-Air, Dakar, Sénégal",Jeux vidéo & Consoles,Produit neuf,disponible
Vente villa R+1 - Almadie,950 CFA,4 jours,"Almadies, Dakar, Sénégal",Villas,,
Location appartement 4 pièces - Ngor,300 000 CFA,4 jours,"Ngor, Dakar, Sénégal",Appartements,,
Location de voiture,30 000 CFA,4 jours,"Ouest Foire, Dakar, Sénégal",Location de véhicules,,
Porte,Prix sur demande,4 jours,"Mbao, Dakar, Sénégal",Meubles,,
Chaussures unisexe,14 500 CFA,4 jours,"Dakar, Sénégal",Chaussures Homme,Produit neuf,disponible
Ford Escape 2016,5 200 000 CFA,4 jours,"Ouest Foire, Dakar, Sénégal",Voitures,,
Porte,Prix sur demande,4 jours,"Mbao, Dakar, Sénégal",Meubles,,
Porte,Prix sur demande,4 jours,"Mbao, Dakar, Sénégal",Meubles,,
Kia Sportage 2017,10 500 000 CFA,4 jours,"Mariste, Dakar, Sénégal",Voitures,,
Robes femme,10 000 CFA,4 jours,"Point E, Dakar, Sénégal",Vêtements Femme,Produit neuf,disponible
Location chambre  -Cité millionnaire,80 000 CFA,4 jours,"Grand Yoff, Dakar, Sénégal",Chambres,,
Gâteau personnalisé avec photo,25 000 CFA,4 jours,"Point E, Dakar, Sénégal",Alimentation,Produit neuf,disponible
"Vente maison sise à Almadies derriere philipe maurice  6chambres tous les chambres ont des salles de bains 2salons cours avant et arrière avec piscine securite y compris , moderne et très",800 CFA,4 jours,"Almadies, Dakar, Sénégal",Villas,,
Mini ventilateur Decakila kecf009b,25 000 CFA,4 jours,"Mariste, Dakar, Sénégal",Climatiseurs & ventilateurs,Produit neuf,disponible
Location appartement 3 pièces -  Cité magistrat,300 000 CFA,4 jours,"Sicap foire, Dakar, Sénégal",Appartements,,
Gâteau Nutella Kinder,55 000 CFA,4 jours,"Point E, Dakar, Sénégal",Alimentation,Produit neuf,disponible
Location Remorque 38t,3 000 000 CFA,4 jours,"Fatick, Sénégal",Location de véhicules,,
PC Dell latitude 3310 Core i5 8th Gen,125 000 CFA,4 jours,"Yoff, Dakar, Sénégal",Ordinateurs,,
Cuiseur à riz 2.8L 1000w Decakila,60 000 CFA,4 jours,"Mariste, Dakar, Sénégal",Autre électromenager,,disponible
Machine à café expresso à pompe decakila kecf009b,80 000 CFA,4 jours,"Mariste, Dakar, Sénégal",Petit électroménager,,disponible
Samsung Galaxy Z Fold 4,420 000 CFA,4 jours,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
PC Tablette,100 000 CFA,4 jours,"Mariste, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Renault Duster 2017,7 200 000 CFA,4 jours,"Dakar, Sénégal",Voitures,,
Samsung Galaxy S22 ultra,330 000 CFA,4 jours,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Dell l Lattitude 5550,380 000 CFA,4 jours,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Samsung Galaxy S22 ultra,330 000 CFA,4 jours,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Dell l Lattitude 7390,230 000 CFA,4 jours,"Dakar Plateau, Dakar, Sénégal",Ordinateurs,Produit neuf,disponible
Dell  Lattitude 5400,210 000 CFA,4 jours,"Dakar Plateau, Dakar, Sénégal",Ordinateurs,Produit neuf,disponible
Tablette PC,90 000 CFA,4 jours,"Mariste, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Chaussures unisexe,14 500 CFA,4 jours,"Dakar, Sénégal",Chaussures Homme,Produit neuf,
Samsung Galaxy Z Fold 3 scellé,310 000 CFA,4 jours,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Samsung Galaxy fold 3,370 000 CFA,4 jours,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
M-horse  P70,60 000 CFA,4 jours,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Téléphone M-horse,60 000 CFA,4 jours,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Iphone 15 pro 128g,480 000 CFA,4 jours,"Medina, Dakar, Sénégal",Téléphones & Tablettes,,
Téléphone M-horse,65 000 CFA,4 jours,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Lunettes photogray,4 000 CFA,4 jours,"Parcelle Assainies, Dakar, Sénégal",Lunettes,,disponible
Ford Edge Titanium  2016,7 950 000 CFA,4 jours,"Dakar, Sénégal",Voitures,,
Location Hyundai Tucson 2021,40 000 CFA,4 jours,"Mariste, Dakar, Sénégal",Location de véhicules,,
Toyota Corolla 2016,6 200 000 CFA,4 jours,"Dakar, Sénégal",Voitures,,
Babouches,Prix sur demande,4 jours,"Yoff, Dakar, Sénégal",Chaussures Homme,Produit neuf,
Peugeot 508 2011,3 300 000 CFA,4 jours,"Dakar, Sénégal",Voitures,,
Tapis sol,15 000 CFA,4 jours,"Dakar Plateau, Dakar, Sénégal",Autres pour la maison,Produit neuf,
Location de véhicules avec chauffeur,Prix sur demande,4 jours,"Damel, Dakar, Sénégal",Location de véhicules,,
Chaises,Prix sur demande,4 jours,"Fass, Dakar, Sénégal",Meubles,Produit neuf,disponible
Consoles,Prix sur demande,4 jours,"Sicap Liberté, Dakar, Sénégal",Meubles,Produit neuf,disponible
Petit grand bobou homme,75 500 CFA,"Guediawaye, Dakar, Sénégal",Vêtements Homme,"Guediawaye, Dakar, Sénégal",Produit neuf,disponible
Iphone 14 pro max 128g,370 000 CFA,4 jours,"Medina, Dakar, Sénégal",Téléphones & Tablettes,,disponible
Ford Escape 2014,5 000 000 CFA,4 jours,"Mariste, Dakar, Sénégal",Voitures,,
Kia Sportage 2017,8 500 000 CFA,4 jours,"Ouest Foire, Dakar, Sénégal",Voitures,Produit neuf,
Renault Megane 2018,4 700 000 CFA,4 jours,"Ngor, Dakar, Sénégal",Voitures,,
Citroën C3 Picasso,4 500 000 CFA,"Ngor, Dakar, Sénégal",Voitures,"Ngor, Dakar, Sénégal",,
Kia Sorento 2005,3 300 000 CFA,4 jours,"Mariste, Dakar, Sénégal",Voitures,,
Location appartements 4 pièces - Almadies,750 000 CFA,4 jours,"Almadies, Dakar, Sénégal",Appartements,,
Oreillers orthopedique,5 000 CFA,4 jours,"Fass, Dakar, Sénégal",Literie & Matelas,,
Machine à laver 9kg smart technologie,225 000 CFA,4 jours,"Dakar Plateau, Dakar, Sénégal",Machine à laver vaisselles & linges,Produit neuf,disponible
"Téléviseur Bruhm 75"" smart",430 000 CFA,4 jours,"Dakar Plateau, Dakar, Sénégal","TV, box  & Vidéo projecteurs",Produit neuf,disponible
Tablette Mytab,110 000 CFA,4 jours,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Location appartements meublés 2 pièces - Sacré-Coeur,35 000 CFA,4 jours,"Sacré-Coeur, Dakar, Sénégal",Appartements meublés,,
Chaussures hommes,14 500 CFA,4 jours,"Dakar, Sénégal",Chaussures Homme,Produit neuf,disponible
Ventilateur Decakila sur pied 3 en 1 kefc008b,30 000 CFA,4 jours,"Mariste, Dakar, Sénégal",Petit électroménager,,disponible
Peugeot Partner 2014,4 950 000 CFA,4 jours,"Mariste, Dakar, Sénégal",Voitures,,
"Bouilloire 1,7 litres pichet electirque plastique Decakila chauffe eau",30 000 CFA,4 jours,"Mariste, Dakar, Sénégal",Petit électroménager,,disponible
Nissan Rogue 2013,3 900 000 CFA,4 jours,"Keur Massar, Sénégal",Voitures,,
KIA Sorento 2013,3 600 000 CFA,"Dakar Plateau, Dakar, Sénégal",Voitures,"Dakar Plateau, Dakar, Sénégal",,
Lustre ventilateur,75 000 CFA,4 jours,"Parcelle Assainies, Dakar, Sénégal",Décoration & luminaires,,
Mitsubishi Pajero 2009,4 500 000 CFA,4 jours,"Keur Massar, Sénégal",Voitures,,
iPhone 13 pro,95 000 CFA,4 jours,"Sicap Liberté, Dakar, Sénégal",Téléphones & Tablettes,,
Parfum dubai,Prix sur demande,4 jours,"HLM, Dakar, Sénégal",Cosmétique & Parfums,,disponible
Mixeur Decakila stand blender 1.5l | 400w kejb034w,30 000 CFA,4 jours,"Mariste, Dakar, Sénégal",Petit électroménager,,disponible
"Cafetière goutte à goutte 12 tasses decakila, drip coffee maker",30 000 CFA,4 jours,"Mariste, Dakar, Sénégal",Petit électroménager,,disponible
Fer à vapeur Decakila,15 000 CFA,4 jours,"Mariste, Dakar, Sénégal",Petit électroménager,,disponible
Lustre ventilateur,75 000 CFA,4 jours,"Parcelle Assainies, Dakar, Sénégal",Décoration & luminaires,,disponible
Four grille-pain compact Decakila 10L,60 000 CFA,4 jours,"Mariste, Dakar, Sénégal","Cuisinières, Gazinières & Fours",Produit neuf,disponible
HP 840  G5 core i5,230 000 CFA,4 jours,"Mariste, Dakar, Sénégal",Ordinateurs,Produit neuf,disponible
Hachoir à viande Decakila kemg019w,45 000 CFA,4 jours,"Mariste, Dakar, Sénégal",Petit électroménager,,disponible
Beignet,Prix sur demande,4 jours,"Keur Massar, Sénégal",Alimentation,,disponible
Appareil sonde détecteur de fuite d'eau canalisation,15 000 CFA,4 jours,"Parcelle Assainies, Dakar, Sénégal",Autre matériel professionnel,Produit neuf,disponible
HP 840 G3,250 000 CFA,4 jours,"Mariste, Dakar, Sénégal",Ordinateurs,Produit neuf,disponible
Mouton,225 000 CFA,4 jours,"Guediawaye, Dakar, Sénégal",Moutons,,
Sèche-cheveux Kehs010w  Decakila,15 000 CFA,4 jours,"Mariste, Dakar, Sénégal","Accessoires cheveux, Coiffure & Cils",Produit neuf,disponible
Sac ordinateur mains et dos,10 000 CFA,4 jours,"Mariste, Dakar, Sénégal",Maroquinerie & Bagagerie,Produit neuf,disponible
Scooter électrique,650 CFA,4 jours,"Fass, Dakar, Sénégal",Motos & Scooters,Produit neuf,
Ford Escape 2014,3 750 000 CFA,4 jours,"Guediawaye, Dakar, Sénégal",Voitures,,
Cuiseur de riz 2L,65 000 CFA,4 jours,"Mariste, Dakar, Sénégal",Autre électromenager,,disponible
Sony Xperia 5 mark 2 5G,80 000 CFA,4 jours,"Mermoz-Sacré Coeur, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Sony Xperia 5 mark 2 5G,80 000 CFA,4 jours,"Mermoz-Sacré Coeur, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
"Decakila 3 en 1 petit déjeuner station avec four grille-pain, cafetière",30 000 CFA,4 jours,"Mariste, Dakar, Sénégal",Petit électroménager,,disponible
Congélateur,Prix sur demande,4 jours,"HLM, Dakar, Sénégal",Réfrigérateurs & Congélateurs,,disponible
Offre d'emploi - Femme de ménage,2 000 CFA,4 jours,"Louga, Sénégal",Offres d'emploi,,
Mixeurs blender 1 en 2,25 000 CFA,4 jours,"Mariste, Dakar, Sénégal",Petit électroménager,Produit neuf,disponible
PC Microsoft surface laptop tactile 13 pouces,199 900 CFA,4 jours,"Sicap Liberté, Dakar, Sénégal",Ordinateurs,,
Astech IRIS 128Go,70 000 CFA,4 jours,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Barbecue au charbon de bois decakila kmcc008b,120 000 CFA,4 jours,"Mariste, Dakar, Sénégal","Cuisinières, Gazinières & Fours",,disponible
Astech S8 - 64go - ram 8,55 000 CFA,4 jours,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Astech S9 - 128go,60 000 CFA,4 jours,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Terrains 150m²  - Keur massar,12 000 000 CFA,4 jours,"Keur Massar, Sénégal",Terrains,,
Terrains agricoles 2H  - Thies,13 000 000 CFA,4 jours,"Thies, Sénégal",Terrains agricoles,,
Téléphone Astech S7 - 64Go - Ram 6,50 000 CFA,4 jours,"Dakar Plateau, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Barbecue,20 000 CFA,4 jours,"Patte d'Oie, Dakar, Sénégal",Autres pour la maison,Produit neuf,disponible
Ford Fusion 2014,2 800 000 CFA,4 jours,"Fass, Dakar, Sénégal",Voitures,,
Location boutique - Dakar,250 000 CFA,4 jours,"Ouakam, Dakar, Sénégal",Bureaux & Commerces,,
Hyundai Tucson 2017,7 800 000 CFA,4 jours,"Fass, Dakar, Sénégal",Voitures,,
Réfrigérateur Astech combiné 4 tiroirs Fc-370,298 000 CFA,4 jours,"Dakar Plateau, Dakar, Sénégal",Réfrigérateurs & Congélateurs,Produit neuf,disponible
Réfrigérateur Deska combine 3tiroirs silve bf 322 dk,270 000 CFA,4 jours,"Mariste, Dakar, Sénégal",Réfrigérateurs & Congélateurs,Produit neuf,disponible
PlayStation 4 Pro,130 000 CFA,4 jours,"Rufisque, Sénégal",Jeux vidéo & Consoles,,
Manette Nacon,35 000 CFA,4 jours,"Medina, Dakar, Sénégal",Jeux vidéo & Consoles,Produit neuf,disponible
Réfrigérateur Astech combiné 3 tiroirs Fc-376,300 000 CFA,4 jours,"Dakar Plateau, Dakar, Sénégal",Réfrigérateurs & Congélateurs,Produit neuf,disponible
"Téléviseur Deska 32"" LED  32jk12",115 000 CFA,4 jours,"Mariste, Dakar, Sénégal",Petit électroménager,,disponible
Évier 1 bac gris à multifonctions,195 000 CFA,4 jours,"Sacré-Coeur, Dakar, Sénégal",Autres pour la maison,Produit neuf,disponible
Itel  P70,62 000 CFA,4 jours,"Mermoz-Sacré Coeur, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Sony Xperia 1 mark 2 5G,110 000 CFA,4 jours,"Mermoz-Sacré Coeur, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Réfrigérateur Astech combiné 5 tiroirs,245 000 CFA,4 jours,"Dakar Plateau, Dakar, Sénégal",Réfrigérateurs & Congélateurs,Produit neuf,disponible
Réfrigérateur Astech combiné 3 tiroirs Fc-378,290 000 CFA,4 jours,"Dakar Plateau, Dakar, Sénégal",Réfrigérateurs & Congélateurs,Produit neuf,disponible
LG V60  Think 5G,110 000 CFA,4 jours,"Mermoz-Sacré Coeur, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Itel S25 ultra,102 500 CFA,4 jours,"Mermoz-Sacré Coeur, Dakar, Sénégal",Téléphones & Tablettes,Produit neuf,disponible
Réfrigérateur Astech combiné 3 tiroirs,195 000 CFA,4 jours,"Dakar Plateau, Dakar, Sénégal",Réfrigérateurs & Congélateurs,Produit neuf,disponible
Réfrigérateur Astech combiné 3 tiroirs Fc-180,165 000 CFA,4 jours,"Dakar Plateau, Dakar, Sénégal",Réfrigérateurs & Congélateurs,Produit neuf,disponible
Mazda  CX-5 2015,6 700 000 CFA,4 jours,"Dakar, Sénégal",Voitures,,
Réfrigérateur Astech combiné 4 tiroirs Fc-280,220 000 CFA,4 jours,"Dakar Plateau, Dakar, Sénégal",Réfrigérateurs & Congélateurs,Produit neuf,disponible
Réfrigérateur Astech combiné 4 tiroirs Fc-298,225 000 CFA,4 jours,"Dakar Plateau, Dakar, Sénégal",Réfrigérateurs & Congélateurs,Produit neuf,disponible
Réfrigérateur Astech 2 port FP-263,175 000 CFA,4 jours,"Dakar Plateau, Dakar, Sénégal",Réfrigérateurs & Congélateurs,Produit neuf,disponible
Montre connectée,20 000 CFA,4 jours,"Medina, Dakar, Sénégal",Montres connectées & GPS,,disponible
BMW X6 2015,15 500 000 CFA,4 jours,"Dakar, Sénégal",Voitures,,
Mitsubishi RVR  2012,5 700 000 CFA,4 jours,"Fass, Dakar, Sénégal",Voitures,,
Réfrigérateur Astech 2 port FP-150,125 000 CFA,4 jours,"Dakar Plateau, Dakar, Sénégal",Réfrigérateurs & Congélateurs,Produit neuf,disponible
Réfrigérateur bar Astech 2 port,90 000 CFA,4 jours,"Dakar Plateau, Dakar, Sénégal",Réfrigérateurs & Congélateurs,Produit neuf,disponible
Réfrigérateur bar Astech 1 port FB-111,75 000 CFA,4 jours,"Dakar Plateau, Dakar, Sénégal",Réfrigérateurs & Congélateurs,Produit neuf,disponible
Toyota Rav4 2004,4 200 000 CFA,4 jours,"Hann Bel-Air, Dakar, Sénégal",Voitures,,
Barbecue électrique portable,15 000 CFA,4 jours,"Mariste, Dakar, Sénégal","Cuisinières, Gazinières & Fours",Produit neuf,disponible
Jeep Cherokee 2016,6 500 000 CFA,5 jours,"Biscuiterie, Dakar, Sénégal",Voitures,,
Mini blender portable,10 000 CFA,5 jours,"Mariste, Dakar, Sénégal",Petit électroménager,,disponible
Lustre,45 000 CFA,5 jours,"Dakar Plateau, Dakar, Sénégal",Décoration & luminaires,,disponible
Lampe chambre,25 000 CFA,5 jours,"Dakar Plateau, Dakar, Sénégal",Décoration & luminaires,,disponible
Lampe LED,35 000 CFA,5 jours,"Dakar Plateau, Dakar, Sénégal",Décoration & luminaires,,disponible
Panneaux solaires Bifaces et monoface,80 000 CFA,5 jours,"Yoff, Dakar, Sénégal","Energie, Groupes Electrogène & Panneaux solaires",Produit neuf,disponible
Blender mixeur 2 en 1,17 000 CFA,5 jours,"Mariste, Dakar, Sénégal",Petit électroménager,Produit neuf,disponible
Climatiseur portable,80 000 CFA,5 jours,"Mariste, Dakar, Sénégal",Climatiseurs & ventilateurs,Produit neuf,disponible
Fauteuil en dein,480 000 CFA,5 jours,"Parcelle Assainies, Dakar, Sénégal",Meubles,,
Location Mercedes e200 2016,45 000 CFA,5 jours,"Hann Bel-Air, Dakar, Sénégal",Location de véhicules,,
Plaque de cuisson Deska à gaz 4 feux avec pied,35 000 CFA,5 jours,"Mariste, Dakar, Sénégal","Cuisinières, Gazinières & Fours",Produit neuf,disponible
Plaque de cuisson Deska à gaz 4 feux,25 000 CFA,5 jours,"Mariste, Dakar, Sénégal","Cuisinières, Gazinières & Fours",Produit neuf,disponible
Chaise de bureau,120 000 CFA,5 jours,"Fass, Dakar, Sénégal",Meubles,,disponible
Antivirus kaspersky,20 000 CFA,5 jours,"Mariste, Dakar, Sénégal",Accessoires Informatiques,Produit neuf,disponible
Moutons,195 000 CFA,5 jours,"Grand Yoff, Dakar, Sénégal",Moutons,,disponible
Clavier sans fil HP logitech,10 000 CFA,5 jours,"Mariste, Dakar, Sénégal",Accessoires Informatiques,Produit neuf,disponible
Terrains 150m² - Rufisque,2 000 000 CFA,5 jours,"Rufisque, Sénégal",Terrains,,
Congélateur,80 000 CFA,5 jours,"Dakar, Sénégal",Réfrigérateurs & Congélateurs,,
PC HP Elitebook 1030,220 000 CFA,5 jours,"Almadies, Dakar, Sénégal",Ordinateurs,,
Souffleur,12 500 CFA,5 jours,"Dakar, Sénégal",Jardin & Piscine,,
Robe marocaine,9 000 CFA,5 jours,"Dakar, Sénégal",Vêtements Femme,Produit neuf,disponible
Renault Symbol 2018,3 200 000 CFA,5 jours,"Mermoz-Sacré Coeur, Dakar, Sénégal",Voitures,,
Terrains 300 m² - Thies,65 000 000 CFA,5 jours,"Thies, Sénégal",Terrains,,
Location Toyota Rush,25 000 CFA,5 jours,"Djily MBaye, Dakar, Sénégal",Location de véhicules,,
